"EntitySet","EntityType","PropertyCount","Properties"
"Document_КорректировкаПоступления_Запасы","StandardODATA.Document_КорректировкаПоступления_Запасы","42","Ref_Key, LineNumber, Всего, ВсегоДоИзменения, ВсегоДоКорректировки, ЕдиницаИзмерения, ЕстьВДокументеПоступления, Заказ, ИдентификаторСтроки, КлючСвязи, Количество, КоличествоДоИзменения, КоличествоДоКорректировки, Номенклатура_Key, НомерГТД_Key, НомерГТДДоИзменения_Key, Партия_Key, ПрослеживаемыйТовар, Себестоимость, Содержание, СодержаниеДоИзменения, СтавкаНДС_Key, СтавкаНДСДоИзменения_Key, СтранаПроисхождения_Key, СтруктурнаяЕдиница_Key, Сумма, СуммаДоИзменения, СуммаДоКорректировки, СуммаНДС, СуммаНДСДоИзменения, СуммаНДСДоКорректировки, СуммаРасходов, СуммаРасходовДоИзменения, СуммаРасходовДоКорректировки, ТоварыДляПроизводства, Характеристика_Key, Цена, ЦенаДоИзменения, ЦенаДоКорректировки, Ячейка_Key, ЕдиницаИзмерения_Type, Заказ_Type"
"Document_КорректировкаПоступления_Предоплата","StandardODATA.Document_КорректировкаПоступления_Предоплата","15","Ref_Key, LineNumber, Документ, Заказ, СуммаРасчетовДоКорректировки, СуммаРасчетовДоИзменения, СуммаРасчетов, Курс, Кратность, СуммаПлатежаДоКорректировки, СуммаПлатежаДоИзменения, СуммаПлатежа, ЕстьВДокументеПоступления, Документ_Type, Заказ_Type"
"Document_КорректировкаПоступления_Расходы","StandardODATA.Document_КорректировкаПоступления_Расходы","30","Ref_Key, LineNumber, Номенклатура_Key, ЕдиницаИзмерения, КоличествоДоКорректировки, КоличествоДоИзменения, Количество, ЦенаДоКорректировки, ЦенаДоИзменения, Цена, СуммаДоКорректировки, СуммаДоИзменения, Сумма, СтавкаНДСДоИзменения_Key, СтавкаНДС_Key, СуммаНДСДоКорректировки, СуммаНДСДоИзменения, СуммаНДС, ЗаказПоставщику_Key, ВсегоДоКорректировки, ВсегоДоИзменения, Всего, Заказ_Key, СтруктурнаяЕдиница_Key, НаправлениеДеятельности_Key, СодержаниеДоИзменения, Содержание, КлючСвязи, ЕстьВДокументеПоступления, ЕдиницаИзмерения_Type"
"Document_КорректировкаПоступления_СведенияПрослеживаемости","StandardODATA.Document_КорректировкаПоступления_СведенияПрослеживаемости","6","Ref_Key, LineNumber, РНПТ_Key, Количество, КоличествоПрослеживаемости, ИдентификаторСтроки"
"Document_КорректировкаРеализации","StandardODATA.Document_КорректировкаРеализации","89","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Автомобиль_Key, Автор_Key, АдресДоставки, БанковскийСчет_Key, БанковскийСчетКонтрагента_Key, БанковскийСчетПеревозчика_Key, ВалютаДокумента_Key, ВидОперации, ВидСкидкиНаценки_Key, ВидЦен_Key, Водитель_Key, Грузоотправитель_Key, Грузополучатель_Key, ДатаВходящегоДокумента, ДатаИсправленияИсходногоДокумента, ДатаИсправляемогоКорректировочногоДокумента, ДатаИсходногоДокумента, ДисконтнаяКарта_Key, ДоверенностьВыдана, ДоверенностьДата, ДоверенностьЛицо_Key, ДоверенностьНомер, Договор_Key, ДокументОснование, ЕстьВДокументеРеализации, Заказ_Key, ЗапланироватьОплату, ИсправляемыйДокументРеализации, Касса_Key, Комментарий, КонтактноеЛицоПодписант_Key, Контрагент_Key, Кратность, Курс, НалогообложениеНДС, НДСВключатьВСтоимость, НоменклатураДоставки_Key, НомерВходящегоДокумента, НомерИсправления, НомерИсправленияИсходногоДокумента, НомерИсправляемогоКорректировочногоДокумента, НомерИсходногоДокумента, Организация_Key, ОрганизацияОплачиваетПеревозку, Ответственный_Key, ОтражатьВУчете, Перевозчик_Key, ПодписьГлавногоБухгалтера_Key, ПодписьКладовщика_Key, ПодписьРуководителя_Key, Подразделение_Key, Прицеп_Key, СрокДоставки, СтавкаНДСДоставки_Key, СтавкаНДСДоставкиДоИзменения_Key, СтавкаНДСДоставкиДоКорректировки_Key, СтоимостьДоставки, СтоимостьДоставкиДоИзменения, СтоимостьДоставкиДоКорректировки, СтруктурнаяЕдиница_Key, СуммаВключаетНДС, СуммаДокумента, СуммаНДСДоставки, СуммаНДСДоставкиДоИзменения, СуммаНДСДоставкиДоКорректировки, ТипДенежныхСредств, УдалитьГлавныйБухгалтер_Key, УдалитьОснованиеПечати, УдалитьОтпустил_Key, УдалитьОтпустилДолжность_Key, УдалитьРуководитель_Key, УдалитьРуководительДолжность_Key, ХозяйственнаяОперация_Key, Ячейка_Key, Проект_Key, ОтменаДоставки, Запасы, Предоплата, ПлатежныйКалендарь, ДополнительныеРеквизиты, СведенияПрослеживаемости, ДокументОснование_Type, ИсправляемыйДокументРеализации_Type"
"Document_КорректировкаРеализации_Запасы","StandardODATA.Document_КорректировкаРеализации_Запасы","42","Ref_Key, LineNumber, Всего, ВсегоДоИзменения, ВсегоДоКорректировки, ЕдиницаИзмерения, ЕстьВДокументеРеализации, Заказ_Key, ИдентификаторСтроки, КлючСвязи, КодТНВЭД_Key, Количество, КоличествоДоИзменения, КоличествоДоКорректировки, Номенклатура_Key, НоменклатураНабора_Key, НомерГТД_Key, НомерГТДДоИзменения_Key, Партия_Key, ПрослеживаемыйТовар, Резерв, Содержание, СодержаниеДоИзменения, Спецификация_Key, СтавкаНДС_Key, СтавкаНДСДоИзменения_Key, СтранаПроисхождения_Key, СтруктурнаяЕдиница_Key, Сумма, СуммаДоИзменения, СуммаДоКорректировки, СуммаНДС, СуммаНДСДоИзменения, СуммаНДСДоКорректировки, ТипНоменклатурыЗапас, Характеристика_Key, ХарактеристикаНабора_Key, Цена, ЦенаДоИзменения, ЦенаДоКорректировки, Ячейка_Key, ЕдиницаИзмерения_Type"
"Document_ОприходованиеЗапасов","StandardODATA.Document_ОприходованиеЗапасов","22","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Автор_Key, ВидЦен_Key, ДокументОснование, Комментарий, Корреспонденция_Key, Организация_Key, ПодписьКладовщика_Key, СтруктурнаяЕдиница_Key, СуммаДокумента, ХозяйственнаяОперация_Key, Ячейка_Key, PS_ОтражатьВБухгалтерскомУчете, Запасы, СерииНоменклатуры, СведенияПрослеживаемости, ДокументОснование_Type"
"Document_ОприходованиеЗапасов_Запасы","StandardODATA.Document_ОприходованиеЗапасов_Запасы","16","Ref_Key, LineNumber, Номенклатура_Key, Характеристика_Key, Партия_Key, СерииНоменклатуры, Количество, ЕдиницаИзмерения, Цена, Сумма, КлючСвязи, СтранаПроисхождения_Key, НомерГТД_Key, ИдентификаторСтроки, ПрослеживаемыйТовар, ЕдиницаИзмерения_Type"
"Document_ОприходованиеЗапасов_СведенияПрослеживаемости","StandardODATA.Document_ОприходованиеЗапасов_СведенияПрослеживаемости","6","Ref_Key, LineNumber, РНПТ_Key, Количество, КоличествоПрослеживаемости, ИдентификаторСтроки"
"Document_ОприходованиеЗапасов_СерииНоменклатуры","StandardODATA.Document_ОприходованиеЗапасов_СерииНоменклатуры","5","Ref_Key, LineNumber, Серия_Key, КлючСвязи, Количество"
"Document_ОтчетОРозничныхПродажах","StandardODATA.Document_ОтчетОРозничныхПродажах","51","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Автор_Key, АктСписанияЕГАИС_Key, ВалютаДокумента_Key, ВидСкидкиНаценки_Key, ВидЦен_Key, ЕстьМаркируемаяПродукцияГИСМ, ИдентификаторЧекаШтрихМ, ИнвентаризацияЗапасов_Key, КассаККМ_Key, КассоваяСмена_Key, Комиссия_Key, Комментарий, НалогообложениеНДС, НачалоКассовойСмены, НДСВключатьВСтоимость, НомерКассовойСменыККМ, ОкончаниеКассовойСмены, Организация_Key, Ответственный_Key, Патент_Key, ПереданВЕГАИС, ПодписьЗаведующегоОтделом_Key, ПодписьКассира_Key, ПодписьРуководителя_Key, ПодписьСтаршегоКассира_Key, Подразделение_Key, ПоложениеНастроекНалоговогоУчета, ПоложениеОтветственный, СтатусКассовойСмены, Статья_Key, СтруктурнаяЕдиница_Key, СуммаВключаетНДС, СуммаДокумента, СуммаПредоплаты, УчитыватьВНУ, ХозяйственнаяОперация_Key, ПолученаПредоплата, PS_ОтражатьВБухгалтерскомУчете, Запасы, БезналичнаяОплата, СкидкиНаценки, СерииНоменклатуры, ДобавленныеНаборы, БонусныеБаллыКНачислению, СведенияПрослеживаемости"
"Document_ОтчетОРозничныхПродажах_БезналичнаяОплата","StandardODATA.Document_ОтчетОРозничныхПродажах_БезналичнаяОплата","16","Ref_Key, LineNumber, ВидОплаты, ЭквайринговыйТерминал_Key, ВидПлатежнойКарты, НомерПлатежнойКарты, ПодарочныйСертификат_Key, НомерСертификата_Key, БонуснаяКарта_Key, Сумма, СуммаБонусов, ДатаПлатежа, УчитыватьВНУ, Патент_Key, ЭтоОтмена, ДоговорПлатежногоАгента_Key"
"Document_ОтчетОРозничныхПродажах_Запасы","StandardODATA.Document_ОтчетОРозничныхПродажах_Запасы","41","Ref_Key, LineNumber, ВидСкидкиНаценки_Key, Возврат, Всего, ДисконтнаяКарта_Key, ДокументПродажи_Key, ДоляСтоимости, ЕдиницаИзмерения, Заказ_Key, Исполнитель_Key, КлючСвязи, Количество, Контрагент_Key, Номенклатура_Key, НоменклатураНабора_Key, НомерГТД_Key, Ответственный_Key, Партия_Key, Патент_Key, ПроцентАвтоматическойСкидки, ПроцентСкидкиНаценки, Резерв, СерииНоменклатуры, СтавкаНДС_Key, СтранаПроисхождения_Key, Сумма, СуммаАвтоматическойСкидки, СуммаНДС, СуммаСкидкиНаценки, СуммаСкидкиОплатыБонусом, УчитыватьВНУ, Характеристика_Key, ХарактеристикаНабора_Key, Цена, СтруктурнаяЕдиница_Key, Ячейка_Key, ДоговорПлатежногоАгента_Key, ПрослеживаемыйТовар, ИдентификаторСтроки, ЕдиницаИзмерения_Type"
"Document_ПередачаВА_ВнеоборотныеАктивы","StandardODATA.Document_ПередачаВА_ВнеоборотныеАктивы","11","Ref_Key, LineNumber, ВнеоборотныйАктив_Key, Стоимость, ОстаточнаяСтоимость, Амортизация, АмортизацияЗаМесяц, Сумма, СтавкаНДС_Key, СуммаНДС, Всего"
"Document_ПеремещениеДСПлан","StandardODATA.Document_ПеремещениеДСПлан","21","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Организация_Key, Комментарий, СуммаДокумента, ВалютаДокумента_Key, СтатьяДвиженияДенежныхСредств_Key, ТипДенежныхСредств, БанковскийСчет_Key, Касса_Key, ТипДенежныхСредствПолучатель, БанковскийСчетПолучатель_Key, КассаПолучатель_Key, СтатусУтвержденияПлатежа, Автор_Key, ХозяйственнаяОперация_Key, РезервироватьДенежныеСредства"
"Document_ПеремещениеЗапасов","StandardODATA.Document_ПеремещениеЗапасов","70","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Автомобиль, Автор_Key, АдресДоставки, БанковскийСчетПеревозчика_Key, ВидОперации, Водитель, Грузоотправитель_Key, Грузополучатель_Key, ДоверенностьВыдана, ДоверенностьДата, ДоверенностьЛицо_Key, ДоверенностьНомер, ДокументОснование, ЗаказПокупателя_Key, Комментарий, НаправлениеДеятельности_Key, Организация_Key, ОснованиеПечати, ОснованиеПечатиСсылка, Перевозчик, ПодписьГлавногоБухгалтера_Key, ПодписьКладовщикаОтправил_Key, ПодписьКладовщикаПолучил_Key, ПодписьКонтролера_Key, ПодписьРуководителя_Key, ПоложениеЗаказаПокупателя, Прицеп, СрокДоставки, СтруктурнаяЕдиница_Key, СтруктурнаяЕдиницаПолучатель_Key, СчетЗатрат_Key, PS_Ответственный_Key, PS_ДатаИсходящегоДокумента, PS_НомерИсходящегоДокумента, PS_АдресПогрузки, PS_ВидПеревозчика, PS_НомерАвтомобиля, PS_НомерПрицепа, PS_НомерПутевогоЛиста, PS_ДатаПутевогоЛиста, PS_ПрилагаемыеДокументы, PS_Переадресовано, PS_ПутевойЛист_Key, PS_ПодписьРазрешающего_Key, УдалитьГлавныйБухгалтер_Key, УдалитьОтпустил_Key, УдалитьОтпустилДолжность_Key, УдалитьРуководитель_Key, УдалитьРуководительДолжность_Key, ХозяйственнаяОперация_Key, Ячейка_Key, ЯчейкаПолучатель_Key, Проект_Key, ПоложениеПроекта, PS_ОтражатьВБухгалтерскомУчете, Запасы, Спецоснастка, ИнвентарьИХозяйственныеПринадлежности, СерииНоменклатуры, ДополнительныеРеквизиты, СведенияПрослеживаемости, ДокументОснование_Type, ОснованиеПечатиСсылка_Type, Перевозчик_Type"
"Document_ПеремещениеЗапасов_ДополнительныеРеквизиты","StandardODATA.Document_ПеремещениеЗапасов_ДополнительныеРеквизиты","6","Ref_Key, LineNumber, Свойство_Key, Значение, ТекстоваяСтрока, Значение_Type"
"Document_ПеремещениеЗапасов_Запасы","StandardODATA.Document_ПеремещениеЗапасов_Запасы","19","Ref_Key, LineNumber, Номенклатура_Key, Характеристика_Key, Партия_Key, СерииНоменклатуры, Количество, Резерв, ЕдиницаИзмерения, ЗаказПокупателя_Key, Себестоимость, Сумма, КлючСвязи, СтранаПроисхождения_Key, НомерГТД_Key, Проект_Key, ИдентификаторСтроки, ПрослеживаемыйТовар, ЕдиницаИзмерения_Type"
"Document_ПеремещениеЗапасов_ИнвентарьИХозяйственныеПринадлежности","StandardODATA.Document_ПеремещениеЗапасов_ИнвентарьИХозяйственныеПринадлежности","10","Ref_Key, LineNumber, Номенклатура_Key, Характеристика_Key, Партия_Key, Количество, ЕдиницаИзмерения, СтранаПроисхождения_Key, НомерГТД_Key, ЕдиницаИзмерения_Type"
"Document_ПеремещениеЗапасов_СведенияПрослеживаемости","StandardODATA.Document_ПеремещениеЗапасов_СведенияПрослеживаемости","6","Ref_Key, LineNumber, РНПТ_Key, Количество, КоличествоПрослеживаемости, ИдентификаторСтроки"
"Document_ПеремещениеЗапасов_СерииНоменклатуры","StandardODATA.Document_ПеремещениеЗапасов_СерииНоменклатуры","5","Ref_Key, LineNumber, Серия_Key, КлючСвязи, Количество"
"Document_ПеремещениеЗапасов_Спецоснастка","StandardODATA.Document_ПеремещениеЗапасов_Спецоснастка","10","Ref_Key, LineNumber, Номенклатура_Key, Характеристика_Key, Партия_Key, Количество, ЕдиницаИзмерения, СтранаПроисхождения_Key, НомерГТД_Key, ЕдиницаИзмерения_Type"
"Document_ПереоценкаВРозницеСуммовойУчет","StandardODATA.Document_ПереоценкаВРозницеСуммовойУчет","15","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, ВалютаДокумента_Key, Организация_Key, СтруктурнаяЕдиница_Key, ВидЦен_Key, Комментарий, Корреспонденция_Key, Автор_Key, ХозяйственнаяОперация_Key, Запасы"
"Document_ПереоценкаВРозницеСуммовойУчет_Запасы","StandardODATA.Document_ПереоценкаВРозницеСуммовойУчет_Запасы","11","Ref_Key, LineNumber, Номенклатура_Key, Характеристика_Key, Партия_Key, Количество, ЕдиницаИзмерения, Цена, НоваяЦена, Сумма, ЕдиницаИзмерения_Type"
"Document_ПересортицаЗапасов","StandardODATA.Document_ПересортицаЗапасов","31","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Организация_Key, СтруктурнаяЕдиница_Key, Ячейка_Key, ДокументОснование, Корреспонденция_Key, УдалитьСписатьЗапасыИзЭксплуатации, Комментарий, Автор_Key, ХозяйственнаяОперация_Key, АктСписанияЕГАИС_Key, ПереданВЕГАИС, ЕстьКиЗГИСМ, ЕстьМаркируемаяПродукцияГИСМ, ПриходоватьТоварыПоСебестоимостиСписания, КорреспонденцияОприходование_Key, ВидЦен_Key, СуммаДокумента, НастройкиОтборов_Base64Data, PS_ОтражатьВБухгалтерскомУчете, Запасы, СерииНоменклатуры, СерииНоменклатурыОприходование, ДокументОснование_Type, НастройкиОтборов_Type, НастройкиОтборов"
"Document_ПересортицаЗапасов_Запасы","StandardODATA.Document_ПересортицаЗапасов_Запасы","22","Ref_Key, LineNumber, Номенклатура_Key, Характеристика_Key, Партия_Key, СерииНоменклатуры, Количество, ЕдиницаИзмерения, КлючСвязи, СтранаПроисхождения_Key, НомерГТД_Key, НоменклатураОприходование_Key, ХарактеристикаОприходование_Key, СерииНоменклатурыОприходование, ЕдиницаИзмеренияОприходование, СтранаПроисхожденияОприходование_Key, НомерГТДОприходование_Key, ПартияОприходование_Key, Цена, Сумма, ЕдиницаИзмерения_Type, ЕдиницаИзмеренияОприходование_Type"
"Document_ПересортицаЗапасов_СерииНоменклатуры","StandardODATA.Document_ПересортицаЗапасов_СерииНоменклатуры","5","Ref_Key, LineNumber, Серия_Key, КлючСвязи, Количество"
"Document_ПересортицаЗапасов_СерииНоменклатурыОприходование","StandardODATA.Document_ПересортицаЗапасов_СерииНоменклатурыОприходование","5","Ref_Key, LineNumber, Серия_Key, КлючСвязи, Количество"
"Document_ПланПродаж","StandardODATA.Document_ПланПродаж","24","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Организация_Key, СценарийПланирования_Key, СтруктурнаяЕдиница_Key, ВидЦен_Key, ВалютаДокумента_Key, УдалитьНалогообложениеНДС, НачалоПланирования, ОкончаниеПланирования, УдалитьСуммаВключаетНДС, УдалитьНДСВключатьВСтоимость, Курс, Кратность, Ответственный_Key, Комментарий, СуммаДокумента, Автор_Key, ХозяйственнаяОперация_Key, Запасы"
"Document_ПланПродаж_Запасы","StandardODATA.Document_ПланПродаж_Запасы","15","Ref_Key, LineNumber, ОбъектПланирования, Характеристика_Key, Количество, ЕдиницаИзмерения, Цена, Сумма, УдалитьСтавкаНДС_Key, УдалитьСуммаНДС, УдалитьВсего, ЗаказПокупателя_Key, ДатаПланирования, ОбъектПланирования_Type, ЕдиницаИзмерения_Type"
"Document_ПоступлениеВКассу","StandardODATA.Document_ПоступлениеВКассу","58","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Автор_Key, АдресЭП, АналитикаПрочихДоходовИРасходов, ВалютаДенежныхСредств_Key, ВариантЗаполненияРасшифровки, ВидОперации, ДоговорДляЗачетаАвансаСПомощником_Key, ДоговорКредитаЗайма_Key, Документ, ДокументОснование, ИдентификаторЧекаШтрихМ, Касса_Key, КассаККМ_Key, Комментарий, Контрагент_Key, Корреспонденция_Key, Кратность, Курс, НалогообложениеНДС, НаправлениеДеятельности_Key, НомерСменыККМ, НомерЧекаККМ, Организация_Key, Основание, Патент_Key, Подотчетник_Key, ПодписьГлавногоБухгалтера_Key, ПодписьКассира_Key, ПодписьРуководителя_Key, Подразделение_Key, Приложение, ПринятоОт, РасчетКурсовойРазницыПокупкаВалюты, СпециальныйНалоговыйРежим, Статья_Key, СтруктурнаяЕдиница_Key, СуммаДокумента, СуммаУчета, СчетОрганизации_Key, Телефон, УчитыватьВНУ, ХозяйственнаяОперация_Key, НовыйМеханизмИнкассации, Проект_Key, ДоговорПлатежногоАгента_Key, PS_ОтражатьВБухгалтерскомУчете, РасшифровкаПлатежа, ДополнительныеРеквизиты, ДоговорыАвтоЗачетаДолгов, АналитикаПрочихДоходовИРасходов_Type, Документ_Type, ДокументОснование_Type"
"Document_ПоступлениеВКассу_ДоговорыАвтоЗачетаДолгов","StandardODATA.Document_ПоступлениеВКассу_ДоговорыАвтоЗачетаДолгов","4","Ref_Key, LineNumber, Договор_Key, СуммаПлатежа"
"Document_ПоступлениеВКассу_ДополнительныеРеквизиты","StandardODATA.Document_ПоступлениеВКассу_ДополнительныеРеквизиты","6","Ref_Key, LineNumber, Свойство_Key, Значение, ТекстоваяСтрока, Значение_Type"
"Document_ПоступлениеВКассу_РасшифровкаПлатежа","StandardODATA.Document_ПоступлениеВКассу_РасшифровкаПлатежа","23","Ref_Key, LineNumber, Договор_Key, ПризнакАванса, Документ, СуммаРасчетов, Курс, Кратность, СуммаПлатежа, СтавкаНДС_Key, СуммаНДС, Заказ, СчетНаОплату, ДокументПланирования, ТипСуммы, СтатьяДДС_Key, СпособЗачета, Проект_Key, Подразделение_Key, Документ_Type, Заказ_Type, СчетНаОплату_Type, ДокументПланирования_Type"
"Document_ПоступлениеДСПлан","StandardODATA.Document_ПоступлениеДСПлан","20","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Организация_Key, Комментарий, СуммаДокумента, ВалютаДокумента_Key, СтатьяДвиженияДенежныхСредств_Key, ТипДенежныхСредств, БанковскийСчет_Key, Касса_Key, ДокументОснование, Контрагент_Key, Договор_Key, Автор_Key, ХозяйственнаяОперация_Key, ДокументОснование_Type"
"Document_ПоступлениеНаСчет","StandardODATA.Document_ПоступлениеНаСчет","63","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Автор_Key, АдресЭП, АналитикаПрочихДоходовИРасходов, БанковскаяОперация, БанковскийСчет_Key, ВалютаДенежныхСредств_Key, ВариантЗаполненияРасшифровки, ВидНалога_Key, ВидОперации, ДатаВходящегоДокумента, ДоговорДляЗачетаАвансаСПомощником_Key, ДоговорКредитаЗайма_Key, Документ, ДокументОснование, Касса_Key, КассаККМ_Key, Комментарий, Контрагент_Key, Корреспонденция_Key, Кратность, Курс, НазначениеПлатежа, НалогообложениеНДС, НаправлениеДеятельности_Key, НаправлениеДеятельностиЗатраты_Key, НомерВходящегоДокумента, НомерСменыККМ, НомерЧекаККМ, Организация_Key, Патент_Key, Подотчетник_Key, ПодписьКассира_Key, ПодразделениеЗатраты_Key, ПоложениеНастроекНалоговогоУчета, ПоложениеЭквайринговогоТерминала, РасчетКурсовойРазницыПокупкаВалюты, СпециальныйНалоговыйРежим, Статья_Key, СуммаДокумента, СуммаКомиссииДокумента, СуммаУчета, СчетКонтрагента_Key, Телефон, УчитыватьВНУ, ХозяйственнаяОперация_Key, ЭквайринговыйТерминал_Key, Проект_Key, ДоговорПлатежногоАгента_Key, PS_ОтражатьВБухгалтерскомУчете, РасшифровкаПлатежа, ДополнительныеРеквизиты, ЭквайринговыеОперации, ДоговорыАвтоЗачетаДолгов, РасшифровкаПлатежаОтАгента, АналитикаПрочихДоходовИРасходов_Type, Документ_Type, ДокументОснование_Type"
"Document_ПоступлениеНаСчет_ДоговорыАвтоЗачетаДолгов","StandardODATA.Document_ПоступлениеНаСчет_ДоговорыАвтоЗачетаДолгов","4","Ref_Key, LineNumber, Договор_Key, СуммаПлатежа"
"Document_ПоступлениеНаСчет_ДополнительныеРеквизиты","StandardODATA.Document_ПоступлениеНаСчет_ДополнительныеРеквизиты","6","Ref_Key, LineNumber, Свойство_Key, Значение, ТекстоваяСтрока, Значение_Type"
"Document_ПоступлениеНаСчет_РасшифровкаПлатежа","StandardODATA.Document_ПоступлениеНаСчет_РасшифровкаПлатежа","29","Ref_Key, LineNumber, Договор_Key, ПризнакАванса, СуммаРасчетов, Курс, Кратность, СуммаПлатежа, СтавкаНДС_Key, СуммаНДС, Заказ, СчетНаОплату, ДокументПланирования, СуммаРасчетовКомиссии, СуммаПлатежаКомиссии, ТипСуммы, СтатьяДДС_Key, СпособЗачета, НалогообложениеНДС, УчитыватьВНУ, Патент_Key, УдержаноАгентом, Документ, Проект_Key, Подразделение_Key, Заказ_Type, СчетНаОплату_Type, ДокументПланирования_Type, Документ_Type"
"Document_ПоступлениеНаСчет_РасшифровкаПлатежаОтАгента","StandardODATA.Document_ПоступлениеНаСчет_РасшифровкаПлатежаОтАгента","11","Ref_Key, LineNumber, Заказ_Key, НомерЗаказаАгента, Документ, ПолученоОтКлиента, УдержаноАгентом, СуммаПлатежа, СчетНаОплату_Key, КорректировкаДолга_Key, Документ_Type"
"Document_ПоступлениеНаСчет_ЭквайринговыеОперации","StandardODATA.Document_ПоступлениеНаСчет_ЭквайринговыеОперации","19","Ref_Key, LineNumber, СуммаРасчетов, СуммаРасчетовКомиссии, СуммаРасчетовВозврата, СуммаРасчетовКомиссииВозврата, Документ, Заказ, ДатаПлатежа, НомерПлатежнойКарты, ВидПлатежнойКарты, СуммаПлатежаИтогоПоСтроке, СуммаКомиссииИтогоПоСтроке, ЭквайринговыйТерминал_Key, НалогообложениеНДС, УчитыватьВНУ, Патент_Key, Документ_Type, Заказ_Type"
"Document_ПриходнаяНакладная","StandardODATA.Document_ПриходнаяНакладная","105","Ref_Key, DataVersion, Number, Date, DeletionMark, Posted, Автор_Key, АдресЧекаЕГАИС, АдресЭП, АктПереданВЕГАИС, ВалютаДокумента_Key, ВидОперации, ВидЦенКонтрагента_Key, ВключатьРасходыВСебестоимость, ДатаВходящегоДокумента, ДисконтнаяКарта_Key, Договор_Key, ДокументОснование, ЕстьМаркируемаяПродукцияГИСМ, ЕстьРасхождения, Заказ, ИдентификаторЧекаШтрихМ, Комментарий, КонтактноеЛицоПодписант_Key, Контрагент_Key, Кратность, Курс, НалогообложениеНДС, НДСВключатьВСтоимость, НомерВходящегоДокумента, НомерСменыККМ, НомерЧекаККМ, Организация_Key, Ответственный_Key, ПодписьКассира_Key, ПодписьКладовщика_Key, ПодписьЧекаЕГАИС, Подразделение_Key, ПоложениеЗаказаПоставщику, ПоложениеСклада, PS_ЭтоИмпортТМЦ, PS_Автомобиль, PS_АдресДоставки, PS_БанковскийСчет_Key, PS_БанковскийСчетКонтрагента_Key, PS_БанковскийСчетПеревозчика_Key, PS_Водитель, PS_Грузоотправитель_Key, PS_Грузополучатель_Key, PS_ДоверенностьВыдана, PS_ДоверенностьДата, PS_ДоверенностьЛицо, PS_ДоверенностьНомер, PS_Перевозчик, PS_Прицеп, PS_ПодписьРуководителя_Key, PS_ПодписьГлавногоБухгалтера_Key, PS_ПодписьРазрешающего_Key, PS_ОснованиеПечати, PS_ОснованиеПечатиСсылка, PS_ДатаИсходящегоДокумента, PS_НомерИсходящегоДокумента, PS_АдресПогрузки, PS_ВидПеревозчика, PS_НомерАвтомобиля, PS_НомерПрицепа, PS_НомерПутевогоЛиста, PS_ДатаПутевогоЛиста, PS_ПрилагаемыеДокументы, PS_Переадресовано, PS_ПутевойЛист_Key, PS_ИнформацияОбОплатеАкциза, ПолученИзЕГАИС, УдалитьТоварноТранспортнаяНакладнаяЕГАИС_Key, ПолученыДокументыПодтверждающиеРасхождения, ПринятьПоКолонке, ПроверятьРасхожденияСВходящимДокументом, ПроверятьРасхожденияСЗаказом, РегистрироватьЦеныПоставщика, СпециальныйНалоговыйРежим, СпособЗачетаПредоплаты, СрокХранения, СтруктурнаяЕдиница_Key, СуммаВключаетНДС, СуммаДокумента, Телефон, ХозяйственнаяОперация_Key, ЧекККМ_Key, Ячейка_Key, Проект_Key, PS_ОтражатьВБухгалтерскомУчете, Запасы, Расходы, Предоплата, ДополнительныеРеквизиты, УдалитьТоварыПоДаннымПоставщика, АкцизныеМарки, СерииНоменклатуры, ДобавленныеНаборы, ШтрихкодыУпаковок, СведенияПрослеживаемости, ДокументОснование_Type, Заказ_Type, PS_Перевозчик_Type, PS_ОснованиеПечатиСсылка_Type"
"Document_ПриходнаяНакладная_Запасы","StandardODATA.Document_ПриходнаяНакладная_Запасы","39","Ref_Key, LineNumber, Номенклатура_Key, ЕдиницаИзмерения, Характеристика_Key, СерииНоменклатуры, Цена, ПроцентСкидкиНаценки, СуммаСкидкиНаценки, Сумма, СтавкаНДС_Key, СуммаНДС, Заказ, Всего, Себестоимость, СуммаРасходов, Содержание, КлючСвязи, ИдентификаторСтроки, НеобходимостьВводаАкцизнойМарки, Партия_Key, Количество, СтранаПроисхождения_Key, PS_СуммаАкциза, НомерГТД_Key, ТоварыДляПроизводства, СтруктурнаяЕдиница_Key, Ячейка_Key, НоменклатураНабора_Key, ХарактеристикаНабора_Key, ДоляСтоимости, Штрихкод, НоменклатураЕГАИС_Key, ЗаказПокупателя_Key, КоличествоСправочно, Комментарий, ПрослеживаемыйТовар, ЕдиницаИзмерения_Type, Заказ_Type"
